Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
102,HWY417 IC124 RAMP55 btwn CARLING AVE EB & HIGHWAY 417,364447.2474,5027516.961,-75.73830995,45.38505343,2014-01-03,8:50,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Carlington
103,HIGHWAY 417 btwn HWY417 IC124 RAMP76 & HWY417 IC124 RAMP67,364264.5257,5027326.535,-75.74066603,45.38335554,2014-01-05,23:32,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,99 - Other,Westboro
104,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,370300.1015,5031132.167,-75.66309705,45.41705888,2014-01-04,7:15,06 - Strong wind,06 - Ice,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,07 - SMV other,Ol
105,HIGHWAY 417 btwn HWY417 IC169 RAMP35 & HWY417 IC169 RAMP25,325598.583,5024739.472,-76.23451055,45.36229101,2014-01-05,13:00,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Antrim
106,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC115 RAMP61,372756.5139,5031556.035,-75.63165627,45.42063838,2014-01-03,5:50,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,99 - Other,Cummings
107,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34,360951.9804,5012917.304,-75.78459576,45.25397439,2014-01-03,10:40,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
108,HWY 417 MAITLAND IC126R26/62 @ MAITLAND AVE,363145.3587,5025983.447,-75.75511473,45.37136472,2014-01-20,15:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Carlingwood West - Glabar Park - McKellar Heights
109,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384938.5491,5024956.397,-75.47708987,45.35997098,2014-01-18,15:50,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
110,HIGHWAY 417 btwn HWY417 IC134 RAMP26 & HWY417 IC134 RAMP61,356678.3658,5022442.067,-75.83804348,45.34000775,2014-01-17,9:50,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Crystal Bay - Lakeview Park - Britannia Village
111,MORRISON DR @ GREENBANK RD,360555.347,5023128.053,-75.78850044,45.34588284,2014-01-07,13:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Iris
112,KANATA AVE @ EARL GREY DR,350951.7542,5019284.402,-75.911404,45.31199444,2014-01-03,8:22,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Kanata
113,HIGHWAY 416 btwn HWY416 IC66 RAMP24 & HWY416 IC57 RAMP62,364033.6947,5009373.221,-75.74575854,45.22183182,2014-01-03,6:45,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,New Barrhaven
114,BEAVERBROOK RD btwn LEACOCK DR & TERON RD,351808.0787,5021146.821,-75.9003067,45.32869611,2014-01-31,22:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Beaverbrook
115,DUROCHER ST @ MONTREAL RD,370136.2015,5033101.839,-75.66492972,45.43479652,2014-01-03,9:04,01 - Clear,06 - Ice,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Vanier
116,HIGHWAY 417 btwn HWY417 IC104 RAMP16 & HWY417 IC104 RAMP61,380105.5338,5025942.716,-75.53862046,45.36938106,2014-01-05,22:35,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,99 - Other,Greenbelt
117,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34,361055.4093,5012659.347,-75.78330732,45.251645,2014-01-03,10:44,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,99 - Other,Munster Hamlet - Richmond
118,HWY 417 TERRYFO IC140R61 @ TERRY FOX DR,350808.9605,5018709.879,-75.91327836,45.3068341,2014-01-13,17:20,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata
119,PRINCE OF WALES DR btwn TURN LANE & WEST HUNT CLUB RD,367448.8338,5021793.972,-75.70070901,45.3332972,2014-01-21,7:10,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Industrial Park
120,HIGHWAY 417 btwn HWY417 IC96 RAMP51 & HIGHWAY 417,387250.7773,5023859.015,-75.44776391,45.34982957,2014-01-18,18:22,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Greenbelt
121,HIGHWAY 417 btwn HWY417 IC117 RAMP26 & HWY417 IC117 RAMP61,370911.0306,5031255.427,-75.65527545,45.41811047,2014-01-20,9:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
122,FALLOWFIELD RD btwn HWY416 IC66 RAMP53 & HWY416 IC66 RAMP34,359812.429,5014723.358,-75.79891311,45.27031553,2014-01-07,17:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,01 - Approaching,Munster Hamlet - Richmond
123,BASELINE RD btwn LEXINGTON ST & MORLEY BLVD,366566.0861,5026276.363,-75.7114103,45.37370718,2014-01-06,9:58,06 - Strong wind,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Civic Hospital - Experimental Farm - Central Park
124,HIGHWAY 417 btwn HWY417 IC122 RAMP15 & HWY417 IC121B RAMP51,365817.8594,5029191.924,-75.72060184,45.40000631,2014-01-03,5:35,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Civic Hospital - Experimental Farm - Central Park
125,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC110 RAMP65,375802.2074,5029056.2,-75.59310344,45.39784377,2014-01-02,19:29,06 - Strong wind,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Greenbelt
126,CAHILL DR @ HUNT CLUB RD,372408.2417,5024542.256,-75.63706683,45.35756504,2014-01-21,8:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenboro East
127,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,371661.6055,5033873.036,-75.64533074,45.44159119,2014-01-10,14:50,03 - Snow,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Cummings
128,VIEWMOUNT DR @ MERIVALE RD,365193.6971,5022949.256,-75.72933699,45.34389002,2014-01-13,12:45,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Tanglewood
129,WALKLEY RD btwn CONROY RD & 160 W OF CONROY RD,372778.5008,5027389.767,-75.63194963,45.38315002,2014-01-08,17:15,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
130,CARLING AVE @ MELROSE AVE,365970.7053,5028391.804,-75.71874889,45.39279368,2014-01-09,16:48,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement,Civic Hospital - Experimental Farm - Central Park
131,HIGHWAY 417 btwn HWY417 IC122 RAMP61 & HWY417 IC121B RAMP16,365737.2394,5029164.786,-75.72163487,45.39976915,2014-01-02,16:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,04 - Sideswipe,Civi
132,RIVERSIDE DR @ HERON RD,368121.1049,5026646.968,-75.69151126,45.37690299,2014-01-13,8:15,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Riverside Park
133,BASELINE RD btwn FERGUSON ST & CORDOVA ST,363512.2107,5024360.6,-75.75062442,45.35673191,2014-01-14,9:45,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,99 - Other,Braemar Park - Bel Air Heights - Copeland Park
134,HALIFAX DR @ WALKLEY RD,373643.737,5027899.797,-75.62083118,45.38765455,2014-01-21,8:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Urbandale
135,REGIONAL ROAD 174 btwn OR174 IC105 RAMP26 & OR174 IC105 RAMP63,379479.9945,5037078.793,-75.54491735,45.46964275,2014-01-14,6:55,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,03 - Rear end,Orleans South West
136,BATHGATE DR btwn LEIGH CRES & LEIGH CRES,373789.9772,5033025.73,-75.61824643,45.43376079,2014-01-11,8:34,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Carson Grove - Carson Meadows
137,GREENBANK RD btwn HIGHBURY PARK DR & WESSEX RD,363687.6868,5015359.821,-75.74945486,45.27572862,2014-01-13,17:24,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,05 - Dusk,02 - Non-fatal injury,03 - Rear end,New Barrhaven
138,BASELINE RD btwn 180 E OF CEDARVIEW RD & JOHN SUTHERLAND DR/VALLEY STR,359251.4283,5021753.08,-75.80528995,45.33361324,2014-01-20,16:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Briar Green - Leslie Park
139,HWY417 IC127 RAMP25 btwn WOODROFFE AVE & HIGHWAY 417,362279.3497,5024920.527,-75.76629366,45.36187223,2014-01-22,8:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Braemar Park - Bel Air Heights - Copeland Park
140,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,369120.6786,5030810.24,-75.67820713,45.41427171,2014-01-07,16:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Old Ottawa East
141,DUNNING RD @ FRENCH HILL RD,392363.3097,5037644.788,-75.38008109,45.47323854,2014-01-19,12:42,03 - Snow,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Navan - Vars
142,BLAIR RD @ INNES RD,375578.7349,5031439.302,-75.59561532,45.41930826,2014-01-16,18:10,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Greenbelt
143,AIRPORT PKWY/HUNT CLUB RAMP 42 btwn AIRPORT PKWY & TO BE DETERMINED,371013.2522,5023876.14,-75.65495934,45.35170466,2014-01-14,13:27,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Hunt Club East - Western Community
144,RUSSELL RD btwn CLAYTON RD & RUISSELLET RD,397593.5403,5028590.481,-75.31490768,45.39110508,2014-01-11,15:23,02 - Rain,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Navan - Vars
145,DONALD ST @ ST. LAURENT BLVD,372094.2199,5032473.345,-75.63999273,45.42895593,2014-01-13,13:08,03 - Snow,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Overbrook
146,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD,362962.5515,5017009.515,-75.75850284,45.29063296,2014-01-19,14:18,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
147,BASSANO ST @ ROSSLAND AVE,364175.1908,5023847.766,-75.74222477,45.35206166,2014-01-16,13:07,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Crestview - Meadowlands
148,STRANDHERD DR btwn CEDARVIEW RD & MADRID AVE,363038.2635,5014089.863,-75.75788023,45.26435557,2014-01-12,17:31,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement,New Barrhaven
149,FALLOWFIELD RD btwn EAGLESON RD & RICHMOND RD,357691.7778,5013509.511,-75.82606636,45.2595558,2014-01-25,11:26,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
150,METCALFE ST @ QUEEN ST,367649.209,5031680.325,-75.6968945,45.42223416,2014-01-22,13:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Downtown
151,EAGLESON RD @ FERNBANK RD,354798.6293,5015587.678,-75.86271854,45.27846722,2014-01-25,9:43,05 - Drifting Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Bridlewood - Emerald Meadows
152,LEITRIM RD btwn HAWTHORNE RD & RAMSAYVILLE RD,377136.8276,5022764.523,-75.5769801,45.34109798,2014-01-26,7:33,"07 - Fog, mist, smoke, dust",02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,03 - Rear end,Greenbelt
153,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57,363344.6547,5026067.747,-75.75256058,45.37210662,2014-02-04,20:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,04 - Sideswipe,Carlington
154,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD,370788.1692,5030915.668,-75.65689062,45.41506505,2014-01-03,9:59,00 - Unknown,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Industrial Park
155,BRIDGE ST btwn MANOTICK MAIN ST & DICKINSON CIRC,368756.6396,5009988.244,-75.68554663,45.22695281,2014-01-23,12:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Manotick
156,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375446.753,5030018.3,-75.5975052,45.4065362,2014-01-27,6:57,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,04 - Sideswipe,Industrial Park
157,HAWTHORNE RD btwn STEVENAGE DR & HUNT CLUB RD,375395.9993,5026689.982,-75.59862967,45.37659481,2014-01-08,10:35,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Industrial Park
158,HIGHWAY 417 btwn HWY417 IC117 RAMP61 & HWY417 IC115 RAMP36,371876.7512,5031458.628,-75.6429098,45.41984686,2014-02-06,19:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Overbrook
159,RICHMOND RD btwn NEW ORCHARD AVE & WOODROFFE AVE,361470.111,5026496.095,-75.77644177,45.37611496,2014-01-30,13:16,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Carlingwood West - Glabar Park - McKellar Heights
160,OGILVIE RD @ CITY PARK DR E/CSIS HQ ACCESS,374189.9628,5033010.577,-75.61313701,45.43358488,2014-01-21,15:49,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
161,COOPER ST @ ELGIN ST,368120.221,5031272.856,-75.69092874,45.41852542,2014-01-25,13:06,03 - Snow,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Centretown
162,HIGHWAY 417 btwn HWY417 IC155 RAMP61 & HWY417 IC145 RAMP56,342743.616,5017190.105,-76.01624256,45.29364055,2014-01-27,6:25,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Carp - Hardwood Plains
163,HIGHWAY 416 btwn HWY416 IC57 RAMP24 & HWY416 IC49 RAMP42,369099.6508,5001487.372,-75.68227505,45.15043066,2014-01-27,10:30,06 - Strong wind,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Kars - Osgoode
164,FINDLAY CREEK DR @ BANK ST,375845.9525,5020460.726,-75.59378026,45.32050131,2014-01-27,9:53,05 - Drifting Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Greenbelt
165,CEDARVIEW RD @ WEST HUNT CLUB RD,359719.1844,5019554.224,-75.79956647,45.31379139,2014-01-25,13:13,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Greenbelt
166,HIGHWAY 416 btwn HWY416 IC57 RAMP24 & HWY416 IC49 RAMP42,369098.6785,5001484.637,-75.68228777,45.15040614,2014-01-27,10:30,06 - Strong wind,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Kars - Osgoode
167,HIGHWAY 417 btwn HWY417 IC124 RAMP57 & HWY417 IC124 RAMP55,364145.6465,5027130.604,-75.74220748,45.38160267,2014-01-29,15:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Carlington
168,ALBION RD @ HUNT CLUB RD,371867.7337,5024321.785,-75.64399486,45.35563323,2014-01-10,19:14,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,South Keys - Heron Gate - Greenboro West
169,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,369757.7159,5031137.435,-75.67002575,45.41715684,2014-02-06,14:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Old Ottawa East
170,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,358918.2138,5023037.899,-75.80940037,45.34519986,2014-02-14,14:00,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Bayshore
171,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76,363975.0329,5026945.681,-75.74440804,45.37995319,2014-02-18,8:55,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Carlingwood West - Glabar Park - McKellar Heights
172,HWY417 IC122 RAMP51 btwn HIGHWAY 417 & PARKDALE AVE,365216.3128,5028766.141,-75.728337,45.39622738,2014-01-26,15:44,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Civic Hospital - Experimental Farm - Central Park
173,LYON ST @ SOMERSET ST,367367.0549,5030717.4,-75.70062186,45.41359536,2014-01-24,13:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Centretown
174,SMYTH RD @ BOTSFORD ST/DAUPHIN RD,372240.0297,5029261.545,-75.63856902,45.40004355,2014-01-11,9:30,04 - Freezing Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
175,BURRIS LANE @ MERIVALE RD,364881.186,5025068.959,-75.73306689,45.36298964,2014-01-27,20:32,06 - Strong wind,04 - Slush,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Cityview - Skyline - Fisher Heights
176,BANK ST @ DALMENY RD/MARVELVILLE RD,385827.359,5004368.352,-75.46910547,45.17463119,2014-01-22,11:44,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Metcalfe
177,BANTREE ST @ INNES RD,373708.0929,5030406.555,-75.61965921,45.41020285,2014-01-24,14:16,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Industrial Park
178,REGIONAL ROAD 174 btwn OR174 IC112 RAMP51 & OR174 IC112 RAMP15,374945.4787,5032935.777,-75.60349271,45.43283649,2014-01-08,17:04,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Greenbelt
179,FALLOWFIELD RD @ HWY 416 FALLOWFI IC66R24,360278.0635,5014850.508,-75.79296524,45.27142306,2014-01-27,10:15,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Munster Hamlet - Richmond
180,BANTREE ST @ BLACKWELL ST,374452.1667,5029960.114,-75.61021746,45.40611235,2014-01-11,12:48,"07 - Fog, mist, smoke, dust",06 - Ice,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Industrial Park
181,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381382.7602,5025616.817,-75.52236778,45.36631044,2014-02-11,19:14,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Greenbelt
182,CARLING AVE EB btwn FAIRLAWN AVE/WOODROFFE AVE W & CARLINGWOOD SC/FAIRLAWN PLAZA SC,361976.6543,5025856.46,-75.77004885,45.37031843,2014-01-21,16:39,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Carlingwood West - Glabar Park - McKellar Heights
183,GREENBANK RD @ STRANDHERD DR,363933.6839,5014785.178,-75.74638825,45.27053733,2014-01-23,17:49,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,New Barrhaven
184,HIGHWAY 417 btwn HWY417 IC142 RAMP51 & HWY417 IC142 RAMP35,348847.7123,5017127.32,-75.93842821,45.29271947,2014-02-04,7:26,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Stittsville - Basswood
185,HIGHWAY 417 btwn HWY417 IC155 RAMP25 & RAMP,341023.6868,5018738.643,-76.03805671,45.30766577,2014-02-13,11:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Carp - Hardwood Plains
