Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
104,AIRPORT PKWY @ HUNT CLUB RD,371019.0059,5023702.759,-75.65491,45.35014,2017-12-21,8:38:00 AM,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club East - Western Community
105,AIRPORT PKWY @ UPLANDS DR RAMP 62,371299.4342,5021621.597,-75.65161,45.33139,2017-10-30,3:20:00 AM,02 - Rain,02 - Wet,03 - Yield sign,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Hunt Club - Ottawa Airport
106,AIRPORT PKWY btwn AIRPORT PKWY/HUNT CLUB RAMP 42 & WALKLEY RD NB RAMP,370459.6277,5024531.827,-75.66194,45.35766,2017-12-18,3:59:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Hunt Club East - Western Community
107,AIRPORT PKWY btwn AIRPORT PKWY/WALKLEY RD SOUTHBOUND ON RAMP,370192.5507,5025326.246,-75.66524,45.36483,2017-11-01,5:20:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
108,AIRPORT PKWY btwn AIRPORT PKWY/WALKLEY RD SOUTHBOUND ON RAMP,370185.0384,5025343.307,-75.66533,45.36498,2017-03-08,12:23:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
109,AIRPORT PKWY btwn AIRPORT PKWY/WALKLEY RD SOUTHBOUND ON RAMP,370209.384,5025284.175,-75.66503,45.36445,2017-03-29,9:02:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
110,AIRPORT PKWY btwn BROOKFIELD RAMP 34 & BRONSON AVE RAMP 24C,368709.7731,5026677.729,-75.68399,45.37713,2017-09-03,11:03:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Alta Vista
111,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370990.7688,5023773.232,-75.65526,45.35078,2017-05-02,8:50:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club East - Western Community
112,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370979.3976,5023799.319,-75.6554,45.35102,2017-06-11,5:16:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Hunt Club East - Western Community
113,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),371033.2728,5023656.847,-75.65473,45.34973,2017-08-24,2:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Hunt Club - Ottawa Airport
114,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370981.2425,5023793.243,-75.65538,45.35096,2017-12-14,12:49:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Hunt Club East - Western Community
115,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),371031.3436,5023665.197,-75.65476,45.3498,2017-03-24,12:45:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Hunt Club East - Western Community
116,AIRPORT PKWY btwn RAMP & RAMP (1),369026.4626,5026155.151,-75.68002,45.3724,2017-12-10,4:46:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,Riverside Park
117,AIRPORT PKWY btwn RAMP & RAMP (1),369001.0803,5026165.474,-75.68034,45.37249,2017-04-12,6:49:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,Riverside Park
118,AIRPORT PKWY btwn RAMP & RAMP (2),368875.9777,5026278.552,-75.68192,45.37352,2017-11-09,5:06:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Riverside Park
119,AIRPORT PKWY btwn RAMP & RAMP (4),371326.1773,5021727.505,-75.65126,45.33234,2017-05-19,12:07:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Hunt Club - Ottawa Airport
120,AIRPORT PKWY btwn RAMP & RAMP (4),371310.2187,5021649.906,-75.65147,45.33165,2017-07-02,3:20:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Hunt Club - Ottawa Airport
121,AIRPORT PKWY btwn RAMP & RAMP (4),371315.9248,5021678.572,-75.65139,45.3319,2017-08-23,7:26:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,Hunt Club - Ottawa Airport
122,AIRPORT PKWY btwn RAMP & RAMP (4),371331.4663,5021757.876,-75.65118,45.33262,2017-08-30,4:39:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Hunt Club - Ottawa Airport
123,AIRPORT PKWY btwn RAMP & RAMP (4),371289.5733,5022111.541,-75.65167,45.3358,2017-02-13,7:51:00 AM,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Hunt Club - Ottawa Airport
124,AIRPORT PKWY btwn RAMP & RAMP (4),371306.7793,5021653.257,-75.65151,45.33168,2017-03-24,8:08:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Hunt Club - Ottawa Airport
125,AIRPORT PKWY btwn RAMP & RAMP (4),371302.3481,5021629.81,-75.65157,45.33147,2017-12-16,4:24:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement,Hunt Club - Ottawa Airport
126,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369821.38,5025787.979,-75.66992,45.36902,2017-07-17,3:21:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Riverside Park
127,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369939.0253,5025692.768,-75.66843,45.36815,2017-07-31,10:44:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
128,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369994.8236,5025631.881,-75.66772,45.3676,2017-09-27,3:48:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
129,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,370060.889,5025553.072,-75.66689,45.36688,2017-03-21,7:02:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
130,AIRPORT PKWY SB ON RAMPS @ HUNT CLUB RD,371012.846,5023629.433,-75.655,45.34948,2017-05-31,9:02:00 AM,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club - Ottawa Airport
131,AIRPORT PKWY/ALERT/UPLANDS/LESTER/RAMP62 btwn LESTER RD & AIRPORT PKWY,371298.1679,5021617.928,-75.65163,45.33136,2017-11-22,2:32:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Hunt Club - Ottawa Airport
132,AIRPORT PKWY/BRONSON/HERON RAMP 24 @ BRONSON A,368694.0068,5026732.123,-75.68419,45.37762,2017-08-07,11:35:00 AM,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Alta Vista
133,AIRPORT PKWY/BROOKFIELD RD @ FLANNERY DR/AIRPORT PKWY RAMPS 52A/53,368696.725,5026292.716,-75.68421,45.37366,2017-01-26,8:49:00 AM,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Riverside Park
134,AIRPORT PKWY/WALKLEY RD NB OFF RAMP @ WALKLEY RD,370078.2472,5025791.417,-75.66664,45.36903,2017-02-08,11:18:00 AM,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Riverside Park
135,AKERSON RD @ MICHAEL COWPLAND DR,353916.7759,5016238.033,-75.87389,45.28438,2017-08-22,9:48:00 AM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Glen Cairn - Kanata South Business Park
136,AKERSON RD btwn BARRICK HILL RD & MICHAEL COWPLAND DR,353940.97,5016167.042,-75.87359,45.28374,2017-08-14,12:02:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching,Glen Cairn - Kanata South Business Park
137,AKERSON RD/CARRONBRIDGE CIR @ COPE DR,354386.9514,5015808.892,-75.86794,45.28049,2017-09-21,5:35:00 PM,01 - Clear,01 - Dry,10 - No control,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Glen Cairn - Kanata South Business Park
138,ALADDIN LANE @ ALBION RD,372584.7354,5022591.876,-75.63508,45.34,2017-02-15,12:04:00 AM,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
139,ALASKEN DR @ KELLY FARM DR,375434.606,5019917.441,-75.5991,45.31565,2017-10-20,9:09:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Greenbelt
140,ALASKEN DR btwn KELLY FARM DR & NO NAME,375501.1836,5019954.084,-75.59825,45.31598,2017-06-23,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Greenbelt
141,ALBANY DR btwn EDGELAND PL & AGINCOURT RD,363290.8656,5025104.037,-75.75336,45.36344,2017-01-20,12:00:00 AM,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Braemar Park - Bel Air Heights - Copeland Park
142,ALBERNI ST btwn SUNRIDGE LANE & DEEVY ST,363573.5817,5015455.541,-75.7509,45.2766,2017-10-21,1:32:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Barrhaven West - Old Barrhaven
143,ALBERT ST @ BANK ST,367386.0306,5031423.574,-75.70029,45.41995,2017-06-16,11:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Downtown
144,ALBERT ST @ BANK ST,367385.3936,5031423.007,-75.7003,45.41994,2017-07-05,8:09:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Downtown
145,ALBERT ST @ BANK ST,367384.6928,5031425.58,-75.70031,45.41997,2017-10-10,9:40:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Downtown
146,ALBERT ST @ BANK ST,367385.703,5031423.577,-75.70029,45.41995,2017-01-11,9:39:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Downtown
147,ALBERT ST @ BANK ST,367385.6954,5031423.572,-75.70029,45.41995,2017-11-26,10:25:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
148,ALBERT ST @ BAY ST,366942.222,5031144.297,-75.706,45.41747,2017-09-21,10:48:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Downtown
149,ALBERT ST @ BAY ST,366941.6099,5031143.858,-75.706,45.41747,2017-01-23,9:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Downtown
150,ALBERT ST @ BOOTH ST,366428.3588,5030625.898,-75.71263,45.41286,2017-06-02,2:35:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Centretown West
151,ALBERT ST @ BOOTH ST,366429.0277,5030626.567,-75.71262,45.41286,2017-05-11,9:18:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
152,ALBERT ST @ BOOTH ST,366427.6899,5030625.898,-75.71263,45.41286,2017-07-11,4:40:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Centretown West
153,ALBERT ST @ BOOTH ST,366429.1666,5030625.383,-75.71261,45.41285,2017-08-27,10:59:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Centretown West
154,ALBERT ST @ BOOTH ST,366430.3654,5030626.567,-75.7126,45.41286,2017-07-10,10:55:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Centretown West
155,ALBERT ST @ BOOTH ST,366427.7747,5030626.796,-75.71263,45.41286,2017-07-23,3:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
156,ALBERT ST @ BOOTH ST,366429.64,5030627.277,-75.71261,45.41287,2017-09-14,7:50:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Centretown West
157,ALBERT ST @ BOOTH ST,366429.6965,5030626.567,-75.71261,45.41286,2017-10-31,4:27:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
158,ALBERT ST @ BOOTH ST,366428.6932,5030626.806,-75.71262,45.41286,2017-12-12,9:21:00 AM,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
159,ALBERT ST @ BOOTH ST,366427.6899,5030627.904,-75.71263,45.41287,2017-11-17,10:04:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Centretown West
160,ALBERT ST @ BOOTH ST,366429.1666,5030625.383,-75.71261,45.41285,2017-12-07,8:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Centretown West
161,ALBERT ST @ BOOTH ST,366429.4437,5030627.692,-75.71261,45.41287,2017-02-03,3:41:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
162,ALBERT ST @ BOOTH ST,366428.6932,5030626.567,-75.71262,45.41286,2017-01-20,8:59:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
163,ALBERT ST @ BOOTH ST,366429.4437,5030625.441,-75.71261,45.41285,2017-02-09,9:10:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
164,ALBERT ST @ BOOTH ST,366427.6899,5030627.236,-75.71263,45.41287,2017-02-15,10:54:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
165,ALBERT ST @ BOOTH ST,366428.3588,5030627.904,-75.71263,45.41287,2017-03-14,1:45:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Centretown West
166,ALBERT ST @ BOOTH ST,366429.4437,5030627.692,-75.71261,45.41287,2017-04-03,1:13:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
167,ALBERT ST @ BOOTH ST,366429.1666,5030625.857,-75.71261,45.41285,2017-12-23,2:08:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
168,ALBERT ST @ BRICKHILL ST,366626.1512,5030800.787,-75.71008,45.41441,2017-09-08,3:31:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,LeBreton Flats
169,ALBERT ST @ BRONSON AVE,366740.0388,5031017.912,-75.70859,45.41636,2017-06-13,4:39:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Downtown
170,ALBERT ST @ COMMISSIONER ST,366714.0318,5030972.908,-75.70893,45.41595,2017-05-17,3:30:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,LeBreton Flats
171,ALBERT ST @ COMMISSIONER ST,366714.7006,5030970.901,-75.70892,45.41593,2017-10-12,11:45:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,LeBreton Flats
172,ALBERT ST @ COMMISSIONER ST,366714.0318,5030972.239,-75.70893,45.41595,2017-03-30,9:18:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,LeBreton Flats
173,ALBERT ST @ COMMISSIONER ST,366714.6441,5030972.753,-75.70892,45.41595,2017-12-23,12:11:00 PM,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,LeBreton Flats
174,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.0461,5031711.581,-75.69431,45.4225,2017-05-05,9:55:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Downtown
175,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.0461,5031712.25,-75.69431,45.4225,2017-10-28,9:18:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,Downtown
176,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.2581,5031710.489,-75.69431,45.42249,2017-10-15,12:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
177,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.3245,5031711.688,-75.69432,45.4225,2017-10-15,11:58:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
178,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367849.7083,5031712.919,-75.69433,45.42251,2017-11-22,8:28:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Downtown
179,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367852.2462,5031711.458,-75.6943,45.4225,2017-11-10,11:48:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Downtown
180,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.7116,5031711.581,-75.69432,45.4225,2017-01-27,10:07:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
181,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.7492,5031711.36,-75.69432,45.4225,2017-04-16,1:19:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,Downtown
182,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.0461,5031712.25,-75.69431,45.4225,2017-04-07,9:27:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Downtown
183,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.3245,5031711.362,-75.69432,45.4225,2017-04-14,4:01:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Downtown
184,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.7149,5031712.25,-75.6943,45.4225,2017-02-27,11:12:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Downtown
185,ALBERT ST @ EMPRESS AVE,366576.701,5030720.327,-75.71072,45.41369,2017-09-19,3:32:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
186,ALBERT ST @ EMPRESS AVE,366577.1789,5030720.327,-75.71071,45.41369,2017-11-08,12:58:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
187,ALBERT ST @ EMPRESS AVE,366577.4515,5030720.941,-75.71071,45.4137,2017-03-01,12:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown West
188,ALBERT ST @ EMPRESS AVE,366577.0355,5030721.235,-75.71071,45.4137,2017-03-13,9:31:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
189,ALBERT ST @ KENT ST (OTTAWA),367221.1853,5031320.593,-75.70241,45.41904,2017-05-01,4:15:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
190,ALBERT ST @ KENT ST (OTTAWA),367220.0226,5031320.242,-75.70242,45.41903,2017-02-09,2:17:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Downtown
191,ALBERT ST @ KENT ST (OTTAWA),367222.0293,5031320.242,-75.7024,45.41903,2017-04-19,12:39:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Downtown
192,ALBERT ST @ LYON ST,367061.7535,5031219.347,-75.70446,45.41814,2017-09-12,7:47:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Downtown
193,ALBERT ST @ LYON ST,367062.3658,5031220.922,-75.70445,45.41815,2017-04-21,7:16:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
194,ALBERT ST @ METCALFE ST,367691.1808,5031614.391,-75.69637,45.42164,2017-10-25,1:13:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
